Supplier ID,Supplier Name,Amount
126203,Her Majestys Courts Service,"1,525.00"
107203,Herald Productions Limited,"5,588.25"
13501,Herewards House,"102,298.87"
101045,Herries School,"9,536.25"
113201,High Duty Flooring W/House Ltd,713.00
2321701,Highfield School Trust Ltd,"19,245.52"
111815,Hillcrest Guest House,"4,960.00"
103630,Hill-Rom Ltd,"1,462.80"
108547,Hilltop House,"13,208.33"
111094,History Press Ltd,835.71
126302,HM Revenue & Customs,"15,404.56"
126301,HM Revenue & Customs Only,911.49
2566001,Hobart UK,"7,532.50"
1819301,Holiday Inn,"3,464.00"
3125301,Holloway & James Ltd,"10,613.00"
2287401,Holly Business Systems,"1,191.06"
107910,Holy Brook School,"1,350.00"
2323101,Holyport Pre School Playgroup,"11,076.25"
4178101,Home Counties Pest Control,953.80
385101,Homecraft Rolyan Limited,"2,328.85"
13901,Homefield College Ltd,"6,163.43"
4321001,Horizon Express Ltd,634.86
146801,Horseman Coaches Ltd,"13,458.00"
130702,Horton Parish Council,"16,000.00"
953701,Hospital Savings Association,"1,721.91"
102056,HSS Hire Service Group Ltd,"4,177.22"
107141,Humanware Europe,"6,244.50"
2321801,Hurst Lodge School,"17,044.85"
111946,Hutchison 3G,859.26
3259401,Hutchison Technologies Ltd,"4,132.39"
112427,Hydro - X Water Treatment Ltd,"2,672.60"
100471,Hyperwave Limited,"29,444.12"
25601,I CAN Charity,"40,680.10"
104999,IBS Office Solutions,"14,491.08"
111066,ICTS (UK) Ltd,"1,581.25"
26201,Idox Software Limited,"81,910.90"
2771601,Ikon Capital Plc,"2,016.20"
105909,Imperial Taxis,"65,362.96"
3039601,Improvement & Development Agency (I&DeA),"1,667.50"
106943,In Form (Advice Training Consultancy),"1,400.00"
106351,In4tek Ltd,"65,613.88"
110790,Inalytics Limited,"9,305.80"
112311,Inchcape (Ford),"38,487.41"
111143,Independent Living Group Ltd,"16,071.12"
111955,Ind'l Med & Safety Serv Ltd (IMASS),"12,572.54"
108526,Infinite You Ltd,781.66
109040,Info Technology Supply Ltd,"4,577.00"
2511001,Infotec UK Ltd,"5,157.37"
105207,ING Lease (UK) Limited,"1,824.81"
95801,Initial Washroom Solutions,"6,096.31"
126307,Inland Revenue,"1,215.41"
111218,Innovate Services Ltd,"27,065.40"
111425,Innovative Safety Solutions Ltd,825.26
1700001,Instarmac Group Plc,"1,604.85"
2542303,Institute of Education University of London,"1,690.00"
1612501,Instone & Ashby Ltd,630.20
109852,Instylefitness,"4,830.00"
4068601,Integrated Design Associates,"17,851.92"
324801,Inter County Office Furniture,"1,058.47"
106269,Intercall UK,500.09
107954,Interface (DCB) Technology Ltd,"1,963.62"
7202,IRRV Services Ltd,"1,252.25"
112340,Isis Audio Visuals Ltd,"2,346.00"
3857101,Islamic Trust Maidenhead,"1,500.00"
560801,Ison Engineering Products,"1,179.78"
3416101,ISS Waterers Landscape,"460,425.53"
105115,ITS Training (UK) Ltd,971.75
2115405,ITSA,884.33
103063,J and S Progress Consultants Ltd,"5,142.80"
102933,J Beckett & Sons Ltd,586.50
83590613,Named Individual,"1,450.00"
38501,J P Lennard Ltd,"7,114.28"
1952101,J P Morgan Asset Management,"99,125.16"
105336,J T Services (UK) Limited,935.75
2963701,Jacks  Eton College Pre-School,"20,190.63"
387102,Jacobs Babtie,"88,452.57"
111278,James Boston House,"5,833.71"
1501,James McNaughton Paper,"2,940.82"
110532,JC Leisure Connexions Ltd,"1,140.80"
100583,Jean Earl,680.00
112263,Named Individual,876.00
103603,Jennor Timber Co Ltd,960.35
4375102,Jessops,"2,034.30"
3581201,Jigsaw Respite Care Limited,"76,604.92"
111872,Jigsaw Systems Limited,684.25
104557,Named Individual,840.00
3227901,Named Individual,"3,948.00"
2791101,Named Individual,989.00
112118,Named Individual,640.64
102765,Named Individual,"3,334.00"
3620501,John Graham Commercials,"6,670.87"
2324201,Joyce Vakharia Nursery School,"11,520.01"
106630,Jumping Jacks Mobile Mini Gym,600.00
3268601,Kees Glaziers,"1,920.50"
102678,Keltic,873.04
104113,Named Individual,"15,798.57"
4417801,Kennington Educational Services Ltd,"6,910.60"
109170,Kensington Lodge,"2,194.20"
103199,Kent Country Council,858.94
577203,Kent County Council,"2,409.29"
577204,Kent County Council,883.38
240501,Key Industrial Equipment Ltd,"1,005.10"
374901,Key Traffic Systems Ltd,"2,656.50"
105322,Keychange Charity,"5,637.18"
102113,Keynote Training Ltd,"1,050.00"
108489,Kiddies Cabin c/o Berkshire Shared Services Org.,"14,293.63"
2091801,Kings Court School,"4,398.28"
748101,Kings Property Management,"1,200.00"
110710,Kingsley Construction (Southern) Limited,995.00
111710,Kingsmead Care Centre,"1,821.43"
110776,Kingston Garden Services Ltd,"1,883.38"
108573,Kingston House,"5,442.03"
107673,Kirkland Rowell,"1,014.38"
4413101,KLM Digital Office Solutions Ltd,819.80
103179,KMC Consultancy,977.50
3787301,KMD Visual Communications,"5,313.00"
1402701,Konica Minolta Business Solutions (UK) Ltd,867.28
108189,KorCare Ltd,"10,433.42"
107176,KPMG LLP,"39,100.00"
100884,Kumarlo Bodyworks Ltd,"2,153.34"
100489,KWComsaf,"9,415.05"
106538,Lagan,"42,303.90"
100418,Lakes,"2,544.50"
112053,Lalpac Ltd,"19,435.00"
61201,Lamb And Company,782.00
104262,Land Securities Trillium,"11,390.36"
4422901,Land Use Consultants LTD,"10,909.26"
343001,Landmark Tree Surgery,"11,292.96"
107752,Landscape Care and Control,"9,562.25"
2624001,Langley Glazing Limited,"1,287.28"
31701,Langley Sound & Light,"3,493.66"
269301,Lanz Transport,"3,958.88"
108681,Larchfield Nursing Home,"376,651.60"
11101,Larkland House,"172,076.20"
110845,Named Individual,"1,346.55"
102120,LCP,"1,067.75"
108807,Le Club Francais,600.00
112485,Learning Pool,"6,900.00"
102126,Leeds Booklet Printing Company,"2,192.30"
110731,Legal & General,"6,765.27"
769801,Legoland Windsor Park Ltd,"15,745.00"
112411,Leisureteq (Partnership),509.33
2256101,Leonard Cheshire,"18,832.85"
140928,Lex Vehicle Partners Ltd,"1,790.52"
23701,Lexis Nexis Butterworths,"39,170.28"
112453,Lexon Group,"1,923.24"
2343301,Lianne Coach Hire,"20,436.25"
110584,Library Multimedia Supplies (VHS Distribution),"3,913.67"
112436,Lightwear Ltd,524.40
11801,Lilliput Learners Playgroup Pre-School,"20,056.88"
103813,Linkage Community Trust,"7,037.45"
2324401,Little Fingers Montessori School,"4,903.50"
2323401,Little Fishes Pre School,"17,271.00"
106978,Little Monkeys,"6,807.13"
2322501,Little Rainbows Community Pre-School,"18,344.63"
112412,Little Red Hen Day Nurseries Ltd,"1,637.63"
2324501,Littlewick Green Montessori School,"12,979.75"
107251,Lloyds TSB Autolease,"56,721.86"
155001,Local Authorities Aircraft Noise Council,620.00
2300501,Local Cleaning Services,"4,664.03"
3814,Local Government Association,"47,844.74"
2054401,London  Metropolitan University,"5,021.00"
294803,London Borough Of Harrow,"7,975.00"
106704,Longridge Scout Boating Centre,"3,165.00"
2994101,Look Ahead Housing And Care Ltd,"3,285.22"
2543901,LSM Decorators Limited,"5,491.25"
2702901,Lufton Manor College,"16,787.00"
112376,LVS Hassocks,"21,816.68"
112362,Lynch Hill School,"2,700.00"
26601,Lynwood Residential Home,"74,915.63"
326301,Lyreco Uk Ltd,765.12
108485,Named Individual,915.00
103963,Named Individual,"3,420.00"
112386,Named Individual,"3,965.00"
103050,M P Printers (Thame) Ltd,"6,732.80"
110242,M2 Digital Ltd,"1,315.23"
386202,Macmillan Distribution Ltd,"1,053.70"
61001,Magnet Leisure Centre,"2,633.00"
2290701,Magpie Travel Limited,950.00
32801,Mahjacks Holdings Ltd,"1,129.12"
1097805,Maidenhead & District Housing Association,"61,903.04"
1097801,Maidenhead & District Housing Association,"9,105.43"
1097802,Maidenhead & District Housing Association,"5,088.54"
3564701,Maidenhead Berkshire Cars,"2,002.26"
136901,Maidenhead Choral Society,500.00
138001,Maidenhead Citizens Advice Bureau,"34,278.50"
112561,Maidenhead Explorer Scouts,"3,478.00"
3856801,Maidenhead Flooring Specialists,"6,849.97"
2029601,Maidenhead Garden Help Service,585.50
100128,Maidenhead Golf Club,"2,223.50"
795801,Maidenhead Heritage Trust,"5,000.00"
108905,Maidenhead Motors Ltd,748.90
248801,Maidenhead Rugby Football Club,"8,819.22"
111659,Maidenhead Sea Cadets,"8,500.00"
1803902,Maidenhead Social Work Fund,"9,829.72"
1853502,Maidenhead Volunteer Bureau,"2,000.00"
100187,Mallard Consultancy Limited,"1,092.50"
2591701,Malone Roofing (Newbury) Ltd,"7,916.50"
2322701,Mamatoto Childcare Ltd T/A Hayward Nursery,"26,415.88"
105552,Named Individual,825.00
110667,Manor House Care Home (Old Windsor),"123,243.92"
4297102,Manor Youth Centre-Outreach Project,"3,000.00"
2831101,Mantra Publishing Ltd,"1,506.84"
287001,Maplin Electronics Ltd,739.88
112484,Marbel Ltd,"12,207.25"
81770220,Named Individual,630.00
2322001,Marist Convent Junior School,"12,806.87"
2407801,Named Individual,"39,861.05"
109538,Named Individual,"2,431.85"
2285502,Mary Hare School,"23,142.00"
108132,Named Individual,575.00
4381601,Matchtech Group plc,"18,447.38"
108065,Matrix Service Development & Training Limited,676.36
112256,Maximise Group,"2,700.00"
2240701,Maybank Residential Home,"11,073.93"
108097,Mayfield School,"1,666.66"
154301,McBains Cooper,"14,717.70"
259801,Mcevoy & Rowley Services Ltd,698.00
2408501,Meadowbank Residential Home for the Elderly,"5,635.90"
112406,Medical Innovations Ltd,"1,725.02"
16001,Medico Nursing & Homecare Ltd,"4,474.56"
112343,Mercia Business School Ltd,"21,901.60"
112603,Mercure Hotel,"1,020.00"
110986,Merebrook Consulting Ltd,"1,437.50"
112151,Meritec Limited,"9,537.35"
63901,Metric Group Ltd,"6,734.73"
103728,Metric Office Furniture Ltd,670.89
106007,Micad Systems (UK) Ltd,"9,910.44"
102169,Michael Wright Supplies Ltd,"1,255.69"
103617,Micro Librarian Systems,704.38
2241203,Milbury Care Services Ltd,"126,769.88"
103604,Milton Keynes Borough Council,"100,198.49"
112179,Mindstretchers Ltd,629.05
20301,Misco,"6,590.46"
112535,Named Individual,"15,000.00"
1534501,Miss Ps Edgar T/As Pr Matters,"4,577.29"
1339501,MJW Pest Control,520.00
3493701,Mogo UK,"2,858.37"
110407,Molly Maid,"1,625.00"
106611,Moonscape Media Limited,874.00
2241401,Moor Cottage Residential Home,"18,622.42"
2287101,Moor House School,"27,874.00"
108844,Moorcroft Manor Ltd T/A Hillingdon Manor School,"26,553.50"
4138201,Moorside Garage Limited,"2,281.99"
2276201,More House School,"36,770.20"
1552101,Morgana Systems Limited,658.37
2751601,Morris & Blunt Ltd,"4,969.15"
252201,Morriss & Gale,"5,946.20"
110885,Mothers 4 Mothers,640.00
3472601,Named Individual,"10,989.39"
103254,Named Individual,977.50
112515,Named Individual,"10,000.00"
112071,Named Individual,"1,523.75"
3179301,Named Individual,"5,354.50"
107073,Named Individual,747.50
110502,Named Individual,"2,050.00"
112383,Named Individual,"4,500.00"
112464,Mr Matthew Horton QC,"5,750.00"
112235,Named Individual,500.00
112394,Named Individual,"1,856.00"
104526,Named Individual,"1,500.00"
104033,Named Individual,"1,035.00"
112060,Named Individual,900.00
110941,Named Individual,917.60
112245,Named Individual,"6,137.64"
2550601,Named Individual,506.00
109599,Named Individual,"2,469.00"
108343,Named Individual,779.92
104909,Named Individual,"2,400.00"
111220,Mrs M Sams t/a Kool Kidz Klub,"4,038.13"
100032,Named Individual,798.61
107840,Named Individual,"1,140.00"
112452,Named Individual,"35,675.00"
112286,Named Individual,"10,304.75"
110368,Named Individual,920.85
111977,Named Individual,"2,732.94"
111979,Named Individual,"1,856.00"
3033601,Named Individual,"8,415.00"
107225,Mulberry House,"17,313.66"
2241801,Munchkins Pre-School Maidenhead LLP,"25,980.01"
104178,My Choice Childrens Home Ltd,"80,123.11"
111344,Namrata Vellani,929.35
112444,NASBM,665.00
144001,National Express,"3,382.92"
2869301,National Extension College,567.00
112300,National Portage Association,"1,601.35"
1733201,NCC Services Ltd (Part of NCC Group),"1,868.75"
1605501,Neil Stewart Associates,632.50
106049,Nelson Dish & Glass Washing Machines Ltd,"3,904.25"
2378201,Nelson Thornes Ltd,"2,751.53"
22501,Neopost  TMS Credifon,"10,000.00"
22502,Neopost Ltd,"3,167.55"
207001,NES Arnold Findel Education Limited,"3,968.83"
847601,Network Rail Infrastructure Ltd,652.09
847606,Network Rail Major Projects & Investments,"3,189.25"
104543,Network Utilities (Systems) Limited,"1,189.10"
110544,New Mind Internet Cosultancy Ltd,"22,678.00"
111225,New Victoria Nursing & Residential Care Home,"1,384.04"
110180,New4 Ltd,"5,300.00"
106342,Newitts.com,"1,477.39"
117901,Newlands Girls School,"254,402.29"
2381401,Newman & Son,"1,149.00"
112312,Newvale,"1,569.75"
109039,NexStor Ltd,"10,844.50"
104590,Nexus The Educators Connection Ltd,"1,506.47"
112295,Nicky Ridley,"1,650.00"
110608,Nigel Rose LLP,"3,150.62"
2431001,Nightingale Medical,"6,024.90"
2242301,Nightingales Residential Homes,"13,424.58"
2323801,Noahs Ark Club,"9,057.01"
111332,Noel Quinn Ltd,"2,058.50"
770701,Norden Farm Centre Trust Limited,"31,818.51"
108163,Nordic Care Services Ltd,571.56
2387101,Norfolk House,"1,717.26"
110426,Norlington Care Ltd,"4,226.95"
2242701,Normanhurst Care Limited,"26,926.29"
108405,Nortek Educational Furniture & Equipment,"2,087.25"
112192,North Hill House,"51,339.81"
108952,North Lanarkshire Council,"3,410.55"
112084,North Maidenhead Cricket Club  (COLTS),"1,650.00"
98402,Northgate Land and Property Solutions Limited,"5,750.00"
110783,Norton Environmental Services,587.08
2243101,Norwood Ravenswood,"14,070.97"
4440402,Novell UK,"3,622.50"
3466303,NPower Commercial Gas Ltd,"29,643.76"
100891,Number Twenty Two,"10,405.00"
112232,NumberGym Software,"3,277.50"
2505201,Nurse Electrical Ltd,"32,217.25"
103344,Nursery Staff Ltd,"13,443.86"
219301,O2 (UK) Ltd,"2,494.84"
362201,Oades Plant,"1,409.52"
1531201,Oak Tree Nursery,"1,891.65"
3075101,Oakbridge Day Centre,"1,670.09"
2243501,Oakdown St Anthony,"11,274.49"
4099001,OCR,"65,943.60"
939801,OCS Group UK Limited T/A Cannon,"6,609.30"
102166,Office Gold Ltd,"8,700.51"
3799902,Ofsted,"2,101.00"
3077601,Ogilvie Court,"28,364.65"
2374301,Old Windsor Day Centre,"3,325.00"
137901,Old Windsor Lifeguard Club,500.00
131101,Old Windsor Parish Council,500.00
2243601,Old Windsor Pre-School,"12,890.26"
110546,Olm Systems Ltd,"1,955.00"
104906,Omega Electrical Services,547.40
112283,Omi Interactive Ltd,"1,109.75"
112382,Open Wave Limited,"19,550.00"
106407,Opportunity Links,"16,859.00"
2835002,Optimus Education,"1,333.35"
111190,OPUS Business Systems Ltd,835.01
4306801,Orbit U.K.,747.50
24903,Ordnance Survey,"16,805.38"
110185,Orpheus Centre,"50,444.72"
110573,Osborne Clarke,"6,834.80"
101263,Osiris Educational,584.20
110601,Otis Limited,"1,610.42"
112425,Ouch Training Team Ltd,"1,904.40"
110393,Oxford Architects,"113,567.10"
2674901,Oxford Diocesan Board of Education,"185,188.74"
3608501,Oxford Diocesan Education Services Limited,"6,095.98"
2244201,Oxford House Community Care,"17,581.22"
917703,Oxford University Press,"4,899.76"
2392902,Oxfordshire County Council,"125,724.73"
104509,P A Testers LLP,"14,694.06"
111844,P C World,"1,639.89"
96203,Pace Fuelcare Ltd,"5,767.39"
96201,Pace Petroleum Ltd,"10,822.33"
3032301,Paradigm Housing Group Ltd,"240,000.00"
112434,Parago Software Ltd,"4,479.25"
103766,Paragon Group UK Ltd,"1,628.29"
2487501,Parents and Children Together,"1,360.00"
112202,Park Retail Ltd (Love 2 reward),686.00
48002,Parker Merchanting Ltd,802.79
108720,Passmore Care Services Limited,"7,585.84"
111041,Named Individual,"4,022.30"
112449,PATROL,"6,020.40"
112069,Named Individual,"6,583.01"
110593,Named Individual,725.00
110955,Named Individual,900.00
4102601,Pearson Education (Head Office),"3,994.93"
111014,Pearson Education Customer Services,"6,268.44"
101027,Pearson Publishing,"1,725.00"
3522401,Peek Traffic Limited,"12,999.60"
2337701,Pel Services Ltd,"8,495.53"
112432,Peli Products (UK) Ltd,"1,423.59"
108304,People Potential (uk) Ltd,"22,928.36"
138401,People To Places,"71,850.80"
2074901,Pertemps Recruitment Partnership,"379,879.50"
94101,Peter Brett Associates LLP,"56,279.51"
111025,Named Individual,"3,293.75"
110633,Named Individual,650.46
2274801,Peters Bookselling Services,"8,818.15"
105155,PGL Travel Ltd,"10,151.49"
112239,Phase 3 Consulting Ltd,"13,258.18"
102266,Philip Allan Updates,654.05
112404,Named Individual,"4,355.00"
111129,Phoenix Services (Ickenham) Ltd,"21,636.47"
1551701,Phoenix Software Ltd,"10,777.78"
2634301,Phonak UK Ltd,"13,004.20"
3591001,PHS Datashred,"1,788.80"
3049801,PHS Group plc,"12,191.21"
61902,Pims Pumps Ltd,517.50
39902,Pinder Hall Management Committee,"2,000.00"
2287201,Pinehurst Home for The Elderly,"8,676.83"
576101,Pipeline People.Com,"3,211.08"
100661,Piping Hot Plumbing & Heating Ltd,"2,428.60"
3644801,Pirongs Ltd,897.89
112457,PitBitz,"1,549.05"
360604,Pitney Bowes Finance PLC,"1,034.49"
523701,Pitney Bowes MapInfo Ltd,"72,467.35"
111468,PJ Services,600.00
1054601,Plantdisplays Plus,"2,201.54"
100988,Plantmasters Ltd,"5,034.83"
112348,Playline Design Ltd,"3,727.16"
3801501,PMP Consultancy Ltd,"2,898.00"
1564401,PN Landscape & Property Maint,"1,250.00"
112569,Pool Supplies Ltd,"6,330.15"
112063,Portable Offices (Hire) Ltd,"60,561.20"
107297,Portaprompt Limited,"1,817.49"
100641,Positive Lifestyles Partnerships Limited,"13,124.08"
102939,Positive Steps Day Nursery,"26,132.75"
112541,Positive Steps Nursery,857.33
111276,Poste Haste,617.99
2245501,Poundfield Pre School,"11,399.25"
104796,Powerguards Inc Ramping Systems Ltd,"4,630.30"
2897801,PPF Servicing Ltd,"4,107.80"
105067,PRCDTR - Department for Schools,"1,016.00"
368901,Precor Products Ltd,"48,983.80"
103358,Premier Autogas Ltd,"6,243.24"
104923,Premier Concepts,"1,201.75"
4394501,Premier Paper Group,"11,590.61"
111528,Primary Health Care,"13,325.70"
2199901,Print UK Com,"23,560.09"
111420,Printing.com@Grayscale Design,573.55
103263,Priors Court School,"137,048.33"
112175,Pro Teamwear UK,540.63
106011,Proband Ltd,"1,816.84"
111121,Product Development Corporation,"7,997.10"
111964,Profile Engineering & Construction,850.00
110165,Projuice Ltd,"1,292.91"
2390201,Property Maintenance Services,"8,727.98"
34201,Prospec Limited,521.02
112320,Proton (Southern) Limited,"5,974.25"
106405,Providence Projects Limited,"2,531.98"
125803,Prudential Assurance Co Ltd,"46,408.18"
125801,Prudential Assurance Co Ltd,"40,655.77"
3585501,PSP Group Ltd,"5,892.05"
2324701,Pumpkins Pre School,"20,572.50"
360603,Purchase Power,"2,749.35"
106683,PVSL,621.00
3596701,QAS Ltd,"4,347.02"
109149,QBE Insurance,"2,865.80"
2650901,QCA Enterprises Ltd,"1,517.21"
106850,Quality Care Homes (UK) Ltd,"86,036.56"
102298,Quality South East,"3,162.50"
105621,Queensbury Shelters Ltd,"1,023.59"
103463,Quoin Contracts Limited,"23,246.44"
110766,R & M Sound and Light,"6,275.00"
2314101,R D Brett(Electrical Contractor)Ltd,"5,453.56"
467301,R H Sands & Sons,"4,625.00"
111641,R P Commercial Cleaning Services,"2,532.00"
101252,R Watts & Sons,"2,070.00"
112167,R&G Fencing,"1,224.64"
103949,R&M Construction Services Ltd,"2,525.09"
111618,Radcliffe House,"7,221.49"
141290,Rahmqvist Uk Ltd/ Avico Division,"1,688.07"
2324601,Rainbow Pre-School,"12,048.13"
106383,Rapier Systems Ltd,"2,300.00"
111239,Rapkyns,"20,800.00"
2280501,Ray Jenkins Consultancy,"1,311.00"
2246501,REACH Ltd,"43,251.59"
100435,Reactive Graphics,"3,821.45"
2396401,Reading & Wokingham Services Ltd,"7,368.83"
97307,Reading Borough Council,"5,496.42"
97301,Reading Borough Council,"3,182.57"
2290202,Reading Transport (Buses) Ltd,610.17
110414,Record Currency Management Ltd,"46,375.85"
167601,Record RSS Limited,"1,222.45"
4007901,Redstone Converged Solutions Ltd,"32,840.62"
198505,Reed Business Information Ltd,"8,550.25"
100932,Re-Format LLP,"6,574.50"
105253,Reid Office Supplies,553.38
2646901,Reliance Human Resources Ltd,"6,685.98"
112388,Remarkable (Pencils) Ltd,"1,686.52"
3974601,Remploy Furniture,666.89
97501,Renault Trucks Reading,796.35
106157,Resolute Support Services Limited,626.62
107849,Resolution Data Management Ltd,"1,837.70"
111294,Restful Homes (Milton Keynes) Ltd,"9,191.00"
111147,Rex Hurst & Sons Ltd,"2,810.00"
382001,Rexel Senate Electrical Supplies,"1,212.99"
1421901,Rhedin Ltd,"1,896.03"
111386,Richard Clark Training,"1,500.00"
111428,Named Individual,750.00
111578,Richard Neale Associates Ltd,"2,171.85"
107057,Named Individual,572.00
109543,Richard Tyndall Ltd,"1,030.70"
102230,Ricoh UK Ltd,"1,196.33"
28701,RICS Business Services Ltd,590.51
111737,RJD Services Ltd,"3,737.50"
3169201,RM Education plc,"7,051.87"
107066,RM PLC,"1,120.74"
105248,RMBI,"8,067.00"
882101,RNIB,"16,522.42"
111902,Robert Weeks,675.00
104747,Roberts ABCT Services,"14,375.00"
104867,Robinia Care South Ltd,"25,151.49"
105342,Robinsons Hygiene Services Ltd,"2,018.25"
106729,ROC,"5,927.54"
111333,Rocksure Systems Ltd,966.00
2314201,Rollalong Ltd,"40,283.64"
106337,Rollover Ltd,"2,201.30"
112597,Rookery House,"58,703.00"
111285,Rossendales Collect,804.10
102932,ROSTA,"8,038.50"
2272202,Royal Berkshire Fire Authority,"713,834.00"
112592,Royal Borough of Windsor & Maidenhead NPC,"1,595.00"
724101,Royal Collection Enterprises Ltd,797.65
9101,Royal Mail,"36,676.65"
9103,Royal Mail,500.00
2467401,Royal Masonic Benevolent Institute,"12,266.13"
103720,Royal Windsor Racecourse,"12,484.25"
112448,RP Training,553.00
33101,RS Components Ltd,778.61
108195,RSK Geoconsult Ltd,"15,502.00"
100092,RTPI Conferences - Hawksmere Ltd,991.30
106503,Rudolf Steiner School Kings Langley,"2,790.00"
103955,Ruth Miskin Literacy Limited,575.00
101187,Ryslip Group Ltd,708.40
3674901,S & C Slatter,"99,256.50"
61301,S & L Building Services Ltd,"24,134.85"
4291001,Safety First Aid Group,"1,046.50"
104405,Saftynet Solutions,686.55
109571,Samin Travel Ltd,"3,070.50"
2248201,Sandridge House,"40,918.05"
111433,Sands Hotel,"4,640.00"
103346,Sanford House Limited,"6,413.39"
1587201,Savoy Computing Services Ltd,"1,007.40"
111752,Say Two Productions Co Ltd,598.00
2231001,Scholastic Limited,534.50
105262,Schools Direct Supplies Ltd,895.95
102372,Scientific & Chemical Supplies Ltd,965.14
2341601,Scotford & Teasdale,"1,297.79"
111550,Scottish & Southern Energy plc,"6,638.95"
102357,Scottish&Southern Energy PLC T/A South.Electric,"152,049.77"
100194,Screwfix Direct,"4,115.30"
321501,SDK Environment Ltd,"37,071.41"
111006,Searching for Excellence Ltd,"1,800.00"
106398,Sebel Furniture Ltd,512.33
1596301,Security Control Systems,"9,904.38"
2933402,Select Appointments Plc,"1,585.85"
2933403,Select Education plc,"12,060.47"
3686101,Selwyn Care Ltd,"69,859.79"
100534,Semantise Ltd,"37,493.70"
103757,Senad Ltd,711.88
2415801,Sense,"35,916.12"
112317,Sequoia,"6,269.66"
4246501,Serengeti Systems,"31,130.64"
102703,Seton,773.55
4378001,SFD (GB) Ltd,611.35
3850201,Sharpe Pritchard,"14,202.50"
100745,Shaw & Sons Limited,"1,528.70"
112247,Shaw Trust Ltd,"1,650.25"
1859001,Sheen Botanical Labels Ltd,"1,158.05"
128201,Shelfguard Systems,920.00
65101,Sherwood Bros & Burton (Maidenhead) Ltd,"6,141.00"
104130,Shire Beverage Services,"2,251.31"
105686,SHL UK Limited,"5,745.71"
106443,Shoosmiths,"7,705.30"
111456,Shore Floors Ltd,"1,454.05"
37301,Shorts Group Ltd,"1,846.90"
9301,Siemens Financial Services,"5,302.49"
52805,Siemens plc,"2,871.70"
3162001,Siemens PLC,"1,123.49"
42801,Siemens Water Technologies,752.10
107022,Sight and Sound Technology,986.13
110840,Silk Group Ltd,"5,986.96"
2249301,Silver Birches,"20,650.87"
3644301,Simone Surveys Limited,"15,369.75"
109051,Simply Dance (Surrey) Ltd,656.00
110649,Sir Frederick Snow & Partners,"3,456.26"
1293301,Site-Equip Ltd,"2,326.45"
111039,SLK Services (Mr Wali Nazir),"45,474.73"
2573101,Slough Borough Council,"77,763.42"
215901,Slough Borough Council,"12,516.38"
215908,Slough Borough Council,"7,490.00"
3706601,Slough Community Leisure Limited,857.00
112193,Slough Enteprise Ltd,577.47
105219,Slough Pitstop Project Ltd,"1,552.50"
307401,Smallwood,"8,887.80"
112390,sMASHing supplies Limited,"1,655.28"
2301002,SMS Environmental Ltd,"3,749.00"
2301001,SMS Maintenance Ltd,"25,939.77"
1326705,Socitm Consulting Ltd,"7,561.25"
103869,Sodexho Pass,"53,568.81"
195410,Solace Ltd,588.51
112433,Solo Service Group,"84,956.75"
107202,Soundbyte Solutions Ltd,"5,773.00"
2322601,South Ascot Pre-School Ltd,"13,548.00"
23101,South Bucks District Council,"2,228.68"
149801,South East Employers,"10,594.90"
75002,South East Water Plc,"12,565.77"
75009,South East Water Plc,"4,189.55"
2501501,South Gloucestershire Council,"12,512.31"
105453,South Regional Ambulance Ltd,"1,300.00"
75501,Southern Bearing Ltd,"9,584.66"
106390,Southern Communications Ltd,"1,023.69"
46502,Southern Electric,"3,802.46"
46504,Southern Electric Contracting Ltd,"137,600.42"
46512,Southern Electric Contracting Plc,"4,822.20"
46506,Southern Electric Plc,"263,291.67"
46501,Southern Electric Plc,"5,233.92"
46521,Southern Electric Power Distribution Ltd,"5,677.02"
35701,Southside Landscapes,571.00
106854,Sovereign Cars,"76,480.02"
30202,Spadeoak Construction Co Ltd,"3,585.70"
102929,Specialist Schools  and Academies Trust,904.00
102421,SPG Edcuation Marketing,"4,689.70"
100692,Spike Publications,"1,528.35"
108927,Sport and Play Limited,718.75
1528501,Sporting Leisure Ltd,"2,413.62"
108366,Sports Eduction Academy,"2,500.01"
112458,Sprayway Ltd,"1,451.30"
106485,SRCL Ltd,511.21
112368,SSI Schaefer Limited,"88,596.00"
3354401,St Bernards Travel Club,"8,320.39"
2305901,St Christophers School,"83,515.09"
2251801,St Davids,"7,103.34"
2251701,St Davids Care in the Community Ltd,"5,572.55"
112568,St Edmund Campion Parish Nursery,"21,965.63"
2252301,St Elizabeths School,"25,421.47"
2092102,St Francis Pre School,"14,040.51"
2092101,St Francis RC Primary School,"9,539.16"
2004901,St George's School,"24,259.50"
253902,St John Ambulance,"5,531.05"
279101,St Johns Residential School,"26,400.00"
2091501,St Luke's Primary School,"58,457.71"
102893,St Mark's Crescent Methodist Church,"2,995.00"
106056,St Marks Nursing Centre,"136,279.53"
2091602,St Marys Pre School,"20,515.61"
2556501,St Mary's School,"29,856.00"
2092201,St Michaels C E Primary School,"38,582.38"
2322101,St Pirans School Ltd,"35,926.00"
2253001,Stable Family Home Trust,"7,596.62"
111529,Stafford Brown Consultancy,851.00
102754,Stag  Property Maintenance,"2,570.00"
100396,STAIS---Slough Translation&Interpreting Service,"2,249.21"
729501,Stanley Security Solutions,503.42
366401,Stannah Lift Services Limited,774.07
3954102,Staples UK Limited,"1,231.49"
