"Boro.","Ward","Borough","Constituency","WardName","Elected","Candidate","Party","Vote",,,,,,,,,,,,,
6,15,"Camden",,"Regent's Park",,"Waddington, Richard J.","Liberal Democrat",330,,,,,,,,,,,,,
6,16,"Camden",,"St Pancras and Somers Town","*","Robinson, Roger L.","Labour",1399,,,,,,,,,,,,,
6,16,"Camden",,"St Pancras and Somers Town","*","Islam, Nural   ","Labour",1264,,,,,,,,,,,,,
6,16,"Camden",,"St Pancras and Somers Town","*","Stewart, Ruth A.","Labour",1212,,,,,,,,,,,,,
6,16,"Camden",,"St Pancras and Somers Town",,"Hira, Nuruzzaman   ","Respect - The Unity Coalition",781,,,,,,,,,,,,,
6,16,"Camden",,"St Pancras and Somers Town",,"Campbell, Mary L.B.","Green",517,,,,,,,,,,,,,
6,16,"Camden",,"St Pancras and Somers Town",,"Grover, Rohit R.","Conservative",440,,,,,,,,,,,,,
6,16,"Camden",,"St Pancras and Somers Town",,"Finer, Margaret A.","Liberal Democrat",433,,,,,,,,,,,,,
6,16,"Camden",,"St Pancras and Somers Town",,"Ricketts, Robert   ","Conservative",429,,,,,,,,,,,,,
6,16,"Camden",,"St Pancras and Somers Town",,"Salam, Abdul   ","Conservative",422,,,,,,,,,,,,,
6,16,"Camden",,"St Pancras and Somers Town",,"Eden, Richard J.","Green",369,,,,,,,,,,,,,
6,16,"Camden",,"St Pancras and Somers Town",,"Marquand, Charles N.H.","Liberal Democrat",332,,,,,,,,,,,,,
6,16,"Camden",,"St Pancras and Somers Town",,"Waddington, Barbara D.E.","Liberal Democrat",317,,,,,,,,,,,,,
6,16,"Camden",,"St Pancras and Somers Town",,"Hodgkinson-Barrett, Matthew J.","Green",213,,,,,,,,,,,,,
6,16,"Camden",,"St Pancras and Somers Town",,"Austin, Robert I.J.","Independent",181,,,,,,,,,,,,,
6,17,"Camden",,"Swiss Cottage","*","Marshall, Andrew   ","Conservative",1292,,,,,,,,,,,,,
6,17,"Camden",,"Swiss Cottage","*","Freeman, Roger J.","Conservative",1272,,,,,,,,,,,,,
6,17,"Camden",,"Swiss Cottage","*","Williams, Donovan W. StJ.","Conservative",1243,,,,,,,,,,,,,
6,17,"Camden",,"Swiss Cottage",,"Bligh, Katharine V.","Labour",659,,,,,,,,,,,,,
6,17,"Camden",,"Swiss Cottage",,"Ansari, Selman   ","Labour",638,,,,,,,,,,,,,
6,17,"Camden",,"Swiss Cottage",,"Newbrook, Jillian   ","Liberal Democrat",543,,,,,,,,,,,,,
6,17,"Camden",,"Swiss Cottage",,"Keal, Charles A.","Labour",522,,,,,,,,,,,,,
6,17,"Camden",,"Swiss Cottage",,"Charvet, Elizabeth A.V.","Green",435,,,,,,,,,,,,,
6,17,"Camden",,"Swiss Cottage",,"Sloane, Harriet L.","Liberal Democrat",405,,,,,,,,,,,,,
6,17,"Camden",,"Swiss Cottage",,"Twite, Sally P.","Liberal Democrat",400,,,,,,,,,,,,,
6,17,"Camden",,"Swiss Cottage",,"Wills, Lucy K.","Green",355,,,,,,,,,,,,,
6,17,"Camden",,"Swiss Cottage",,"Wheatley, Alan R.","Green",255,,,,,,,,,,,,,
6,17,"Camden",,"Swiss Cottage",,"Nielsen, Magnus   ","United Kingdom Independence Party",63,,,,,,,,,,,,,
6,17,"Camden",,"Swiss Cottage",,"Komesha, Alphonse   ","Christian Peoples Alliance",25,,,,,,,,,,,,,
6,18,"Camden",,"West Hampstead","*","Moffitt, Keith   ","Liberal Democrat",1189,,,,,,,,,,,,,
6,18,"Camden",,"West Hampstead","*","Bryant, John W.","Liberal Democrat",1107,,,,,,,,,,,,,
6,18,"Camden",,"West Hampstead","*","Greenland, Duncan T.","Liberal Democrat",974,,,,,,,,,,,,,
6,18,"Camden",,"West Hampstead",,"Berridge, Virginia S.","Labour",672,,,,,,,,,,,,,
6,18,"Camden",,"West Hampstead",,"Kingscote, Geoffrey L.W.","Labour",598,,,,,,,,,,,,,
6,18,"Camden",,"West Hampstead",,"Hedges, Charles W.","Labour",545,,,,,,,,,,,,,
6,18,"Camden",,"West Hampstead",,"Mackover, Elaine B.","Conservative",544,,,,,,,,,,,,,
6,18,"Camden",,"West Hampstead",,"Samiotis, John   ","Conservative",478,,,,,,,,,,,,,
6,18,"Camden",,"West Hampstead",,"Watzlaff, Marcus R.","Conservative",451,,,,,,,,,,,,,
6,18,"Camden",,"West Hampstead",,"Thomas, Lucy S.","Green",309,,,,,,,,,,,,,
6,18,"Camden",,"West Hampstead",,"Green, Debra J.","Green",300,,,,,,,,,,,,,
6,18,"Camden",,"West Hampstead",,"Dewar, Kari-Lourdes   ","Green",275,,,,,,,,,,,,,
7,1,"Croydon",,"Addiscombe",,"Barnsley, Mario S.G.G.","Green",850,,,,,,,,,,,,,
7,1,"Croydon",,"Addiscombe",,"Campbell, Amanda N.","Labour",1653,,,,,,,,,,,,,
7,1,"Croydon",,"Addiscombe",,"Fitzsimons, Sean E.","Labour",1672,,,,,,,,,,,,,
7,1,"Croydon",,"Addiscombe","*","Garcia de La Huerta, Maria","Conservative",1842,,,,,,,,,,,,,
7,1,"Croydon",,"Addiscombe","*","Jackson, Russell A.","Conservative",1793,,,,,,,,,,,,,
7,1,"Croydon",,"Addiscombe","*","Price, Andrew R.","Conservative",1948,,,,,,,,,,,,,
7,1,"Croydon",,"Addiscombe",,"Rogers, Paul M.","Liberal Democrat",760,,,,,,,,,,,,,
7,1,"Croydon",,"Addiscombe",,"Watson, Mark","Labour",1607,,,,,,,,,,,,,
7,2,"Croydon",,"Ashburton","*","Arram, Edwin","Conservative",2431,,,,,,,,,,,,,
7,2,"Croydon",,"Ashburton","*","Frost, Lindsay P.","Conservative",2513,,,,,,,,,,,,,
7,2,"Croydon",,"Ashburton",,"Golberg, Bernice C.","Green",628,,,,,,,,,,,,,
7,2,"Croydon",,"Ashburton",,"MacDonald, Rona M.","Labour",1057,,,,,,,,,,,,,
7,2,"Croydon",,"Ashburton",,"Nathan, Jeanette E.A.","United Kingdom Independence Party",336,,,,,,,,,,,,,
7,2,"Croydon",,"Ashburton",,"Ramful, Nirma","Liberal Democrat",550,,,,,,,,,,,,,
7,2,"Croydon",,"Ashburton",,"Singh, Jitinder","Labour",904,,,,,,,,,,,,,
7,2,"Croydon",,"Ashburton","*","Slipper, Avril E.M.","Conservative",2390,,,,,,,,,,,,,
7,2,"Croydon",,"Ashburton",,"Spalding, Peter L.","Labour",971,,,,,,,,,,,,,
7,3,"Croydon",,"Bensham Manor",,"Feisenberger, James R.","United Kingdom Independence Party",305,,,,,,,,,,,,,
7,3,"Croydon",,"Bensham Manor",,"Parsons, Susan","Green",581,,,,,,,,,,,,,
7,3,"Croydon",,"Bensham Manor","*","Rajendran, Nanoo","Labour",1846,,,,,,,,,,,,,
7,3,"Croydon",,"Bensham Manor","*","Shaw, Paula M.","Labour",1805,,,,,,,,,,,,,
7,3,"Croydon",,"Bensham Manor","*","Sohoye, Greta","Labour",1670,,,,,,,,,,,,,
7,3,"Croydon",,"Bensham Manor",,"Taylor, Roger C.","Conservative",1117,,,,,,,,,,,,,
7,3,"Croydon",,"Bensham Manor",,"Tooze, John L.","Conservative",861,,,,,,,,,,,,,
7,3,"Croydon",,"Bensham Manor",,"Winborn, Alan J.","Conservative",774,,,,,,,,,,,,,
7,4,"Croydon",,"Broad Green","*","Collins, Stuart","Labour",1777,,,,,,,,,,,,,
7,4,"Croydon",,"Broad Green",,"Latham, Peter","British Public Party",177,,,,,,,,,,,,,
7,4,"Croydon",,"Broad Green",,"Mohiuddin, Syed A.","Liberal Democrat",513,,,,,,,,,,,,,
7,4,"Croydon",,"Broad Green",,"Parker, Ian J.","Conservative",1076,,,,,,,,,,,,,
7,4,"Croydon",,"Broad Green",,"Ratnaraja, Patrick R.","Conservative",1073,,,,,,,,,,,,,
7,4,"Croydon",,"Broad Green","*","Selva, Mike","Labour",1660,,,,,,,,,,,,,
7,4,"Croydon",,"Broad Green","*","Shahul-Hameed, Manju","Labour",1576,,,,,,,,,,,,,
7,4,"Croydon",,"Broad Green",,"Thomas, Jill","Conservative",975,,,,,,,,,,,,,
7,5,"Croydon",,"Coulsdon East",,"Atkins, Ian R.","Liberal Democrat",2124,,,,,,,,,,,,,
7,5,"Croydon",,"Coulsdon East",,"Hargrave, Simon E.","Liberal Democrat",1817,,,,,,,,,,,,,
7,5,"Croydon",,"Coulsdon East",,"Knight, Patricia F.L.","Liberal Democrat",1765,,,,,,,,,,,,,
7,5,"Croydon",,"Coulsdon East","*","Lenton, Theresa R.","Conservative",3102,,,,,,,,,,,,,
7,5,"Croydon",,"Coulsdon East","*","Udell, Brian A.","Conservative",3321,,,,,,,,,,,,,
7,5,"Croydon",,"Coulsdon East","*","Wright, Christopher","Conservative",3393,,,,,,,,,,,,,
7,6,"Croydon",,"Coulsdon West",,"Ackland, Richard G.","Labour",475,,,,,,,,,,,,,
7,6,"Croydon",,"Coulsdon West","*","Barwell, Gavin L.","Conservative",2685,,,,,,,,,,,,,
7,6,"Croydon",,"Coulsdon West",,"Bristow, Avril S.","Liberal Democrat",775,,,,,,,,,,,,,
7,6,"Croydon",,"Coulsdon West","*","Cakebread, Brian M.","Conservative",2640,,,,,,,,,,,,,
7,6,"Croydon",,"Coulsdon West",,"Callen, Jean A.","Liberal Democrat",745,,,,,,,,,,,,,
7,6,"Croydon",,"Coulsdon West",,"Findell, Lee J.","Labour",435,,,,,,,,,,,,,
7,6,"Croydon",,"Coulsdon West",,"Glaister, Brian","Liberal Democrat",627,,,,,,,,,,,,,
7,6,"Croydon",,"Coulsdon West",,"Lindsay, Andrew","Green",429,,,,,,,,,,,,,
7,6,"Croydon",,"Coulsdon West",,"Lockwood, Sheila A.","The Peoples Choice",168,,,,,,,,,,,,,
7,6,"Croydon",,"Coulsdon West","*","Osland, David J.","Conservative",2706,,,,,,,,,,,,,
7,6,"Croydon",,"Coulsdon West",,"Ward, Sarah","Labour",481,,,,,,,,,,,,,
7,7,"Croydon",,"Croham",,"Anderson, Paul M.","Labour",697,,,,,,,,,,,,,
7,7,"Croydon",,"Croham",,"Bailey, William J.","United Kingdom Independence Party",206,,,,,,,,,,,,,
7,7,"Croydon",,"Croham",,"Bishopp, Michael T.A.","Liberal Democrat",861,,,,,,,,,,,,,
7,7,"Croydon",,"Croham",,"Cannam, Debra","The Peoples Choice",112,,,,,,,,,,,,,
7,7,"Croydon",,"Croham",,"Crampton, Sheelagh D.","Liberal Democrat",739,,,,,,,,,,,,,
7,7,"Croydon",,"Croham",,"Doughty, Laura T.","Labour",722,,,,,,,,,,,,,
7,7,"Croydon",,"Croham","*","Gatland, Maria R.","Conservative",2590,,,,,,,,,,,,,
7,7,"Croydon",,"Croham",,"Harris, Stephen","Green",569,,,,,,,,,,,,,
7,7,"Croydon",,"Croham",,"Lane, Evelyn J.","The Peoples Choice",113,,,,,,,,,,,,,
7,7,"Croydon",,"Croham",,"Maxfield, Edward R.","Liberal Democrat",609,,,,,,,,,,,,,
7,7,"Croydon",,"Croham",,"Mburu, James N.","Labour",566,,,,,,,,,,,,,
7,7,"Croydon",,"Croham","*","Neal, Michael A.","Conservative",2418,,,,,,,,,,,,,
7,7,"Croydon",,"Croham","*","Perry, Jason S.","Conservative",2378,,,,,,,,,,,,,
7,7,"Croydon",,"Croham",,"Samuel, Mark R.L.","The Peoples Choice",96,,,,,,,,,,,,,
7,8,"Croydon",,"Fairfield",,"Barnsley, Julia A.","Green",629,,,,,,,,,,,,,
7,8,"Croydon",,"Fairfield",,"Cartwright, John S.","Monster Raving Looney",200,,,,,,,,,,,,,
7,8,"Croydon",,"Fairfield","*","Fitze, Roy D.","Conservative",2010,,,,,,,,,,,,,
7,8,"Croydon",,"Fairfield",,"George, Jill S.","Liberal Democrat",640,,,,,,,,,,,,,
7,8,"Croydon",,"Fairfield",,"Gosling, Yvonne","Labour",834,,,,,,,,,,,,,
7,8,"Croydon",,"Fairfield",,"Horah, Peter N.","Labour",870,,,,,,,,,,,,,
7,8,"Croydon",,"Fairfield","*","Mohan, Vidhyacharan R.","Conservative",2070,,,,,,,,,,,,,
7,8,"Croydon",,"Fairfield",,"O'Donnell, Dominic G.","Labour",807,,,,,,,,,,,,,
7,8,"Croydon",,"Fairfield",,"Wigley, Edwin R.","United Kingdom Independence Party",226,,,,,,,,,,,,,
7,8,"Croydon",,"Fairfield","*","Winborn, Susan","Conservative",2042,,,,,,,,,,,,,
7,9,"Croydon",,"Fieldway",,"Bedford, Matthew J.","British National Party",692,,,,,,,,,,,,,
7,9,"Croydon",,"Fieldway","*","Bonner, Carole M.","Labour",826,,,,,,,,,,,,,
7,9,"Croydon",,"Fieldway","*","Hall, Simon A.","Labour",949,,,,,,,,,,,,,
7,9,"Croydon",,"Fieldway",,"Jefkins, Heather J.","Liberal Democrat",180,,,,,,,,,,,,,
7,9,"Croydon",,"Fieldway",,"Petit, Roland F.","Conservative",667,,,,,,,,,,,,,
7,9,"Croydon",,"Fieldway",,"Robson, Lynnda N.","United Kingdom Independence Party",213,,,,,,,,,,,,,
7,9,"Croydon",,"Fieldway",,"Stranack, Andrew J.","Conservative",477,,,,,,,,,,,,,
7,10,"Croydon",,"Heathfield",,"Cleary, Stephen A.","Liberal Democrat",654,,,,,,,,,,,,,
7,10,"Croydon",,"Heathfield",,"Jones, Sarah A.","Labour",761,,,,,,,,,,,,,
7,10,"Croydon",,"Heathfield",,"Ladanyi, Peter S.","Liberal Democrat",529,,,,,,,,,,,,,
7,10,"Croydon",,"Heathfield","*","Mead, Margaret V.","Conservative",3076,,,,,,,,,,,,,
7,10,"Croydon",,"Heathfield",,"O'Donnell, Moira","Labour",642,,,,,,,,,,,,,
7,10,"Croydon",,"Heathfield",,"Paice, Andrew","United Kingdom Independence Party",411,,,,,,,,,,,,,
7,10,"Croydon",,"Heathfield","*","Pollard, Helen S.","Conservative",2936,,,,,,,,,,,,,
7,10,"Croydon",,"Heathfield",,"Tansley, Romney","Labour",598,,,,,,,,,,,,,
7,10,"Croydon",,"Heathfield","*","Taylor, Enley C.","Conservative",2749,,,,,,,,,,,,,
7,11,"Croydon",,"Kenley","*","Buttinger, Janice A.","Conservative",2631,,,,,,,,,,,,,
7,11,"Croydon",,"Kenley",,"Catto, Angela","Liberal Democrat",757,,,,,,,,,,,,,
7,11,"Croydon",,"Kenley",,"Evans, Linda","Liberal Democrat",650,,,,,,,,,,,,,
7,11,"Croydon",,"Kenley","*","Hollands, Steven L.V.","Conservative",2523,,,,,,,,,,,,,
7,11,"Croydon",,"Kenley",,"Mir, Mohammed B.","Labour",406,,,,,,,,,,,,,
7,11,"Croydon",,"Kenley","*","O'Connell, Stephen J.","Conservative",2530,,,,,,,,,,,,,
7,11,"Croydon",,"Kenley",,"Prince, Joy I.D.","Labour",461,,,,,,,,,,,,,
7,11,"Croydon",,"Kenley",,"Voute, Tom","Green",729,,,,,,,,,,,,,
7,12,"Croydon",,"New Addington","*","Ayres, George","Labour",1257,,,,,,,,,,,,,
7,12,"Croydon",,"New Addington",,"Edwards, Ian D.","United Kingdom Independence Party",256,,,,,,,,,,,,,
7,12,"Croydon",,"New Addington","*","Kirby, Brenda P.","Labour",1356,,,,,,,,,,,,,
7,12,"Croydon",,"New Addington",,"Kirby, Peter T.","Conservative",1046,,,,,,,,,,,,,
7,12,"Croydon",,"New Addington",,"Le May, Clifford J.","British National Party",772,,,,,,,,,,,,,
7,12,"Croydon",,"New Addington",,"Offer, Stephanie C.E.H.","Liberal Democrat",139,,,,,,,,,,,,,
7,12,"Croydon",,"New Addington",,"Pearson, Anthony R.","Conservative",1040,,,,,,,,,,,,,
7,13,"Croydon",,"Norbury","*","Chowdhury, Sherwan, H.","Labour",2333,,,,,,,,,,,,,
7,13,"Croydon",,"Norbury",,"Gunter, Tirena H.","Conservative",1679,,,,,,,,,,,,,
7,13,"Croydon",,"Norbury",,"Held, Leo C.E.","Liberal Democrat",553,,,,,,,,,,,,,
7,13,"Croydon",,"Norbury",,"Hutchens, Gloria J.","Conservative",1751,,,,,,,,,,,,,
7,13,"Croydon",,"Norbury",,"Kellett, Adam","Conservative",1557,,,,,,,,,,,,,
7,13,"Croydon",,"Norbury","*","Khan, Shafi","Labour",2428,,,,,,,,,,,,,
7,13,"Croydon",,"Norbury","*","Mansell, Margaret R.","Labour",2434,,,,,,,,,,,,,
7,13,"Croydon",,"Norbury",,"O'Sullivan, Michael","Green",511,,,,,,,,,,,,,
7,14,"Croydon",,"Purley",,"Austin, Kathleen V.","Liberal Democrat",786,,,,,,,,,,,,,
7,14,"Croydon",,"Purley",,"Bagnall, Collin A.K.","Labour",700,,,,,,,,,,,,,
7,14,"Croydon",,"Purley","*","Bass, Graham J.","Conservative",2768,,,,,,,,,,,,,
7,14,"Croydon",,"Purley",,"Burnett, Gordon E.","Liberal Democrat",670,,,,,,,,,,,,,
7,14,"Croydon",,"Purley",,"Desorgher, Simon J.","Green",599,,,,,,,,,,,,,
7,14,"Croydon",,"Purley",,"Garner, Kathleen","United Kingdom Independence Party",280,,,,,,,,,,,,,
7,14,"Croydon",,"Purley",,"Khan, Maria","Labour",528,,,,,,,,,,,,,
7,14,"Croydon",,"Purley","*","Millard, Derek G.","Conservative",2631,,,,,,,,,,,,,
7,14,"Croydon",,"Purley",,"Pandita-Gunawardena, Suren D.","Labour",495,,,,,,,,,,,,,
7,14,"Croydon",,"Purley","*","Speakman, Donald S.","Conservative",2488,,,,,,,,,,,,,
7,15,"Croydon",,"Sanderstead",,"Buttigieg, Barry P.","Labour",393,,,,,,,,,,,,,
7,15,"Croydon",,"Sanderstead",,"Gauge, Susan B.","Liberal Democrat",562,,,,,,,,,,,,,
7,15,"Croydon",,"Sanderstead","*","Hale, Lynne C.","Conservative",3567,,,,,,,,,,,,,
7,15,"Croydon",,"Sanderstead",,"Harvey, Daniel J.","Labour",429,,,,,,,,,,,,,
7,15,"Croydon",,"Sanderstead","*","Hopley, Yvette","Conservative",3447,,,,,,,,,,,,,
7,15,"Croydon",,"Sanderstead",,"Howard, Anne","Liberal Democrat",570,,,,,,,,,,,,,
7,15,"Croydon",,"Sanderstead","*","Pollard, Timothy S.","Conservative",3470,,,,,,,,,,,,,
7,15,"Croydon",,"Sanderstead",,"Singh Madhar, Tejinder","Labour",369,,,,,,,,,,,,,
7,15,"Croydon",,"Sanderstead",,"Smith, Alan G.","United Kingdom Independence Party",338,,,,,,,,,,,,,
7,16,"Croydon",,"Selhurst",,"Bird, Margaret","Conservative",906,,,,,,,,,,,,,
7,16,"Croydon",,"Selhurst",,"Braid-Pittordou, Megan E.A.","Green",588,,,,,,,,,,,,,
7,16,"Croydon",,"Selhurst","*","Godfrey, Timothy","Labour",1652,,,,,,,,,,,,,
7,16,"Croydon",,"Selhurst","*","Letts, Toni E.","Labour",1597,,,,,,,,,,,,,
7,16,"Croydon",,"Selhurst",,"Proudfoot, William A.","Conservative",861,,,,,,,,,,,,,
7,16,"Croydon",,"Selhurst",,"Roulstone, Lynn H.","Liberal Democrat",570,,,,,,,,,,,,,
7,16,"Croydon",,"Selhurst","*","Ryan, Gerald M.","Labour",1452,,,,,,,,,,,,,
7,16,"Croydon",,"Selhurst",,"Terrey, Audrey K.","Conservative",893,,,,,,,,,,,,,
7,17,"Croydon",,"Selsdon and Ballards","*","Bashford, Sara J.","Conservative",3396,,,,,,,,,,,,,
7,17,"Croydon",,"Selsdon and Ballards",,"Burnett, Margaret L.","Liberal Democrat",625,,,,,,,,,,,,,
7,17,"Croydon",,"Selsdon and Ballards",,"Goonetilleke, Rae F.E.","Labour",451,,,,,,,,,,,,,
7,17,"Croydon",,"Selsdon and Ballards",,"Hopson, Peter W.","Labour",535,,,,,,,,,,,,,
7,17,"Croydon",,"Selsdon and Ballards",,"Jefkins, John M.","Liberal Democrat",651,,,,,,,,,,,,,
7,17,"Croydon",,"Selsdon and Ballards","*","Mead, Dudley S.","Conservative",3357,,,,,,,,,,,,,
7,17,"Croydon",,"Selsdon and Ballards",,"Smith, Claire J.","United Kingdom Independence Party",416,,,,,,,,,,,,,
7,17,"Croydon",,"Selsdon and Ballards","*","Thomas, Philip J.","Conservative",3215,,,,,,,,,,,,,
7,17,"Croydon",,"Selsdon and Ballards",,"Yusoof, Olufemi M.","Labour",373,,,,,,,,,,,,,
7,18,"Croydon",,"Shirley","*","Chatterjee, Richard R.","Conservative",2924,,,,,,,,,,,,,
7,18,"Croydon",,"Shirley",,"Dixon, Ian E.","Green",590,,,,,,,,,,,,,
7,18,"Croydon",,"Shirley","*","Fisher, Michael D.","Conservative",2888,,,,,,,,,,,,,
7,18,"Croydon",,"Shirley",,"Glass, Norman J.","Labour",896,,,,,,,,,,,,,
7,18,"Croydon",,"Shirley",,"Justice, Mark","Labour",869,,,,,,,,,,,,,
7,18,"Croydon",,"Shirley","*","Marshall, Janet A.","Conservative",3270,,,,,,,,,,,,,
7,18,"Croydon",,"Shirley",,"Nicodemi-Ehikioya, Marzia","Independent",1083,,,,,,,,,,,,,
7,18,"Croydon",,"Shirley",,"Walters, Lorraine A.","Labour",799,,,,,,,,,,,,,
7,18,"Croydon",,"Shirley",,"West, Paul F.","Liberal Democrat",603,,,,,,,,,,,,,
7,19,"Croydon",,"South Norwood","*","Avis, Jane","Labour",1492,,,,,,,,,,,,,
7,19,"Croydon",,"South Norwood",,"Bagnall, Andrew S.K.","Labour",1385,,,,,,,,,,,,,
7,19,"Croydon",,"South Norwood",,"Bee, Katharine D.","Labour",1393,,,,,,,,,,,,,
7,19,"Croydon",,"South Norwood","*","Bennett, Susan E.","Conservative",1670,,,,,,,,,,,,,
7,19,"Croydon",,"South Norwood","*","Clancy, Luke S.","Conservative",1523,,,,,,,,,,,,,
7,19,"Croydon",,"South Norwood",,"Fernandes-Bonnar, Tim","Green",717,,,,,,,,,,,,,
7,19,"Croydon",,"South Norwood",,"Hardy-McBride, Julie","Liberal Democrat",684,,,,,,,,,,,,,
7,19,"Croydon",,"South Norwood",,"Hutchings, Brian L.","United Kingdom Independence Party",233,,,,,,,,,,,,,
7,19,"Croydon",,"South Norwood",,"Perry, Jan","Liberal Democrat",616,,,,,,,,,,,,,
7,19,"Croydon",,"South Norwood",,"Quadir, Mohammed B.","Conservative",1271,,,,,,,,,,,,,
7,20,"Croydon",,"Thornton Heath","*","Clouder, Patricia","Labour",1644,,,,,,,,,,,,,
7,20,"Croydon",,"Thornton Heath",,"Cope, Jonathan R.","Liberal Democrat",819,,,,,,,,,,,,,
7,20,"Croydon",,"Thornton Heath",,"Dering, Stephen","Liberal Democrat",697,,,,,,,,,,,,,
7,20,"Croydon",,"Thornton Heath",,"Evans, Florence M.","Conservative",902,,,,,,,,,,,,,
7,20,"Croydon",,"Thornton Heath",,"Howard-Jones, Tomas","Liberal Democrat",638,,,,,,,,,,,,,
7,20,"Croydon",,"Thornton Heath",,"Hutchens, Melanie J.","Conservative",833,,,,,,,,,,,,,
7,20,"Croydon",,"Thornton Heath","*","Kyeremeh, Matthew Y.A.","Labour",1427,,,,,,,,,,,,,
7,20,"Croydon",,"Thornton Heath",,"O'Connell, Michelle M.L.","Conservative",776,,,,,,,,,,,,,
7,20,"Croydon",,"Thornton Heath",,"Tink, Michael P.","Green",408,,,,,,,,,,,,,
7,20,"Croydon",,"Thornton Heath","*","Woodley, Louisa P.","Labour",1421,,,,,,,,,,,,,
7,21,"Croydon",,"Upper Norwood","*","Askey, Robert M.","Conservative",1650,,,,,,,,,,,,,
7,21,"Croydon",,"Upper Norwood","*","Filbey, George A.","Conservative",1566,,,,,,,,,,,,,
7,21,"Croydon",,"Upper Norwood",,"Flemming, Alisa A.","Labour",1561,,,,,,,,,,,,,
7,21,"Croydon",,"Upper Norwood",,"Hilley, Clare V.","Conservative",1489,,,,,,,,,,,,,
7,21,"Croydon",,"Upper Norwood",,"Khan, Shasha","Green",729,,,,,,,,,,,,,
7,21,"Croydon",,"Upper Norwood",,"Martin, Anna L.","Green",732,,,,,,,,,,,,,
7,21,"Croydon",,"Upper Norwood",,"Payne, Ian G.","Labour",1461,,,,,,,,,,,,,
7,21,"Croydon",,"Upper Norwood",,"Real, Thomas L.","Green",527,,,,,,,,,,,,,
7,21,"Croydon",,"Upper Norwood","*","Ryan, Patrick T.","Labour",1637,,,,,,,,,,,,,
7,21,"Croydon",,"Upper Norwood",,"Tyndall, Joan F.","United Kingdom Independence Party",185,,,,,,,,,,,,,
7,22,"Croydon",,"Waddon",,"Butler, Alison J.","Labour",2040,,,,,,,,,,,,,
7,22,"Croydon",,"Waddon",,"Crawley, Alan","Pension Action Alliance",133,,,,,,,,,,,,,
7,22,"Croydon",,"Waddon",,"Crawley, Jean H.","Pension Action Alliance",117,,,,,,,,,,,,,
7,22,"Croydon",,"Waddon",,"Daisley, Eileen E.","Pension Action Alliance",135,,,,,,,,,,,,,
7,22,"Croydon",,"Waddon",,"Davey, Mary J.","Green",485,,,,,,,,,,,,,
7,22,"Croydon",,"Waddon","*","Driver, Jonathan M.","Conservative",2285,,,,,,,,,,,,,
7,22,"Croydon",,"Waddon",,"Gauge, Geoffrey V.","Liberal Democrat",395,,,,,,,,,,,,,
7,22,"Croydon",,"Waddon",,"Hargrave, Valerie B.","Liberal Democrat",402,,,,,,,,,,,,,
7,22,"Croydon",,"Waddon","*","Harris, Anthony","Conservative",2335,,,,,,,,,,,,,
7,22,"Croydon",,"Waddon","*","Hoar, Simon J.","Conservative",2215,,,,,,,,,,,,,
7,22,"Croydon",,"Waddon",,"McAree, Charlotte M.","Labour",1973,,,,,,,,,,,,,
7,22,"Croydon",,"Waddon",,"Smith, Paul J.","Labour",1942,,,,,,,,,,,,,
7,23,"Croydon",,"West Thornton",,"Ahsanollah, Mahmud","Liberal Democrat",590,,,,,,,,,,,,,
7,23,"Croydon",,"West Thornton",,"Bezginsoy, Mehmet","Conservative",919,,,,,,,,,,,,,
7,23,"Croydon",,"West Thornton",,"Blair, Christina O.","Conservative",1115,,,,,,,,,,,,,
7,23,"Croydon",,"West Thornton","*","Chandarana, Raj","Labour",1660,,,,,,,,,,,,,
7,23,"Croydon",,"West Thornton",,"Duven, Bilgin","Conservative",916,,,,,,,,,,,,,
7,23,"Croydon",,"West Thornton","*","Khan, Bernadette","Labour",1521,,,,,,,,,,,,,
7,23,"Croydon",,"West Thornton","*","Mogul, Mike I.","Labour",1387,,,,,,,,,,,,,
7,23,"Croydon",,"West Thornton",,"Natarajan, Santheya","Green",539,,,,,,,,,,,,,
7,24,"Croydon",,"Woodside",,"Akeroyd, Daphne R.","Pension Action Alliance",211,,,,,,,,,,,,,
7,24,"Croydon",,"Woodside",,"Akeroyd, John W.","Pension Action Alliance",168,,,,,,,,,,,,,
7,24,"Croydon",,"Woodside",,"Cole, Colin C.","Croydon Ratepayers Against Croydon Council",229,,,,,,,,,,,,,
7,24,"Croydon",,"Woodside",,"Fernandes-Bonnar, Ivonne E.","Green",581,,,,,,,,,,,,,
7,24,"Croydon",,"Woodside",,"Ghero, Stephen","Conservative",987,,,,,,,,,,,,,
7,24,"Croydon",,"Woodside",,"Grainger, Benjamin J.","Conservative",1178,,,,,,,,,,,,,
7,24,"Croydon",,"Woodside","*","Jewitt, Karen","Labour",1463,,,,,,,,,,,,,
7,24,"Croydon",,"Woodside","*","Newman, Anthony J.","Labour",1415,,,,,,,,,,,,,
7,24,"Croydon",,"Woodside","*","Scott, Paul W.","Labour",1225,,,,,,,,,,,,,
7,24,"Croydon",,"Woodside",,"West, Patricia F.","Liberal Democrat",597,,,,,,,,,,,,,
7,24,"Croydon",,"Woodside",,"Wright, Desmond J.","Conservative",1059,,,,,,,,,,,,,
7,24,"Croydon",,"Woodside",,"Young, David H.","Pension Action Alliance",271,,,,,,,,,,,,,
